date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:28:19	13142/13142	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:27:27%20GMT	https://tw.pycon.org/2016/en-us/events/overview/	./tw.pycon.org.2016/2016/en-us/events/overview/index.html	(from https://tw.pycon.org/2016/en-us/)
16:28:19	45516/45516	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:27:27%20GMT	https://tw.pycon.org/2016/en-us/events/schedule/	./tw.pycon.org.2016/2016/en-us/events/schedule/index.html	(from https://tw.pycon.org/2016/en-us/)
16:28:22	227507/227507	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/IIS_logo.png	./tw.pycon.org.2016/2016/static/images/sponsors/IIS_logo.png	(from https://tw.pycon.org/2016/en-us/)
16:28:22	16551/16551	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:20%20GMT	https://tw.pycon.org/2016/en-us/events/talks/	./tw.pycon.org.2016/2016/en-us/events/talks/index.html	(from https://tw.pycon.org/2016/en-us/)
16:28:22	11001/11001	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:21%20GMT	https://tw.pycon.org/2016/en-us/events/sprints/	./tw.pycon.org.2016/2016/en-us/events/sprints/index.html	(from https://tw.pycon.org/2016/en-us/)
16:28:22	10603/10603	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:21%20GMT	https://tw.pycon.org/2016/en-us/events/bof/	./tw.pycon.org.2016/2016/en-us/events/bof/index.html	(from https://tw.pycon.org/2016/en-us/)
16:28:24	32423/32423	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/openculture.png	./tw.pycon.org.2016/2016/static/images/sponsors/openculture.png	(from https://tw.pycon.org/2016/en-us/)
16:28:24	10589/10589	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:23%20GMT	https://tw.pycon.org/2016/en-us/events/tutorials/	./tw.pycon.org.2016/2016/en-us/events/tutorials/index.html	(from https://tw.pycon.org/2016/en-us/)
16:28:24	11071/11071	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:22%20GMT	https://tw.pycon.org/2016/en-us/events/pyday/	./tw.pycon.org.2016/2016/en-us/events/pyday/index.html	(from https://tw.pycon.org/2016/en-us/)
16:28:25	10143/10143	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/KKBOX_logo_20130820@h300px.png	./tw.pycon.org.2016/2016/static/images/sponsors/KKBOX_logo_20130820@h300px.png	(from https://tw.pycon.org/2016/en-us/)
16:28:25	13134/13134	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:24%20GMT	https://tw.pycon.org/2016/en-us/venue/accommodation/	./tw.pycon.org.2016/2016/en-us/venue/accommodation/index.html	(from https://tw.pycon.org/2016/en-us/)
16:28:25	12806/12806	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:24%20GMT	https://tw.pycon.org/2016/en-us/venue/	./tw.pycon.org.2016/2016/en-us/venue/index.html	(from https://tw.pycon.org/2016/en-us/)
16:28:25	18594/18594	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/esunbank_logo.png	./tw.pycon.org.2016/2016/static/images/sponsors/esunbank_logo.png	(from https://tw.pycon.org/2016/en-us/)
16:28:25	14811/14811	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:25%20GMT	https://tw.pycon.org/2016/en-us/registration/ticket-info/	./tw.pycon.org.2016/2016/en-us/registration/ticket-info/index.html	(from https://tw.pycon.org/2016/en-us/)
16:28:25	29492/29492	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:25%20GMT	https://tw.pycon.org/2016/en-us/sponsors/	./tw.pycon.org.2016/2016/en-us/sponsors/index.html	(from https://tw.pycon.org/2016/en-us/)
16:28:26	81194/81194	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/TM_logo.png	./tw.pycon.org.2016/2016/static/images/sponsors/TM_logo.png	(from https://tw.pycon.org/2016/en-us/)
16:28:26	10506/10506	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:26%20GMT	https://tw.pycon.org/2016/en-us/registration/financial-aid/	./tw.pycon.org.2016/2016/en-us/registration/financial-aid/index.html	(from https://tw.pycon.org/2016/en-us/)
16:28:26	3623/3623	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/akatsuki.png	./tw.pycon.org.2016/2016/static/images/sponsors/akatsuki.png	(from https://tw.pycon.org/2016/en-us/)
16:28:26	17756/17756	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/Appier_logo_blue@h300px.png	./tw.pycon.org.2016/2016/static/images/sponsors/Appier_logo_blue@h300px.png	(from https://tw.pycon.org/2016/en-us/)
16:28:26	52260/52260	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/carouselllogo_2015@h300px.png	./tw.pycon.org.2016/2016/static/images/sponsors/carouselllogo_2015@h300px.png	(from https://tw.pycon.org/2016/en-us/)
16:28:27	53584/53584	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/gandi.png	./tw.pycon.org.2016/2016/static/images/sponsors/gandi.png	(from https://tw.pycon.org/2016/en-us/)
16:28:27	17106/17106	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/microsoft.png	./tw.pycon.org.2016/2016/static/images/sponsors/microsoft.png	(from https://tw.pycon.org/2016/en-us/)
16:28:27	27034/27034	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/mysql_logo.png	./tw.pycon.org.2016/2016/static/images/sponsors/mysql_logo.png	(from https://tw.pycon.org/2016/en-us/)
16:28:27	5338/5338	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/Ruckus_Hrzntl_SBW.png	./tw.pycon.org.2016/2016/static/images/sponsors/Ruckus_Hrzntl_SBW.png	(from https://tw.pycon.org/2016/en-us/)
16:28:27	13198/13198	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/sudo_400-160_cs@h300px.png	./tw.pycon.org.2016/2016/static/images/sponsors/sudo_400-160_cs@h300px.png	(from https://tw.pycon.org/2016/en-us/)
16:28:27	21272/21272	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/Lilee-ColorLogo-v1.png	./tw.pycon.org.2016/2016/static/images/sponsors/Lilee-ColorLogo-v1.png	(from https://tw.pycon.org/2016/en-us/)
16:28:28	116384/116384	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/ibmpos_blurgb.jpg	./tw.pycon.org.2016/2016/static/images/sponsors/ibmpos_blurgb.jpg	(from https://tw.pycon.org/2016/en-us/)
16:28:28	15583/15583	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/WolfTea@h300px.png	./tw.pycon.org.2016/2016/static/images/sponsors/WolfTea@h300px.png	(from https://tw.pycon.org/2016/en-us/)
16:28:28	32646/32646	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/Eldarion_Logo.png	./tw.pycon.org.2016/2016/static/images/sponsors/Eldarion_Logo.png	(from https://tw.pycon.org/2016/en-us/)
16:28:29	7125/7125	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/Logo_pycontw16_blue_footer@2x.png	./tw.pycon.org.2016/2016/static/images/Logo_pycontw16_blue_footer@2x.png	(from https://tw.pycon.org/2016/en-us/)
16:28:29	398707/398707	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/sponsors/transtep_logo.png	./tw.pycon.org.2016/2016/static/images/sponsors/transtep_logo.png	(from https://tw.pycon.org/2016/en-us/)
16:28:29	198558/198558	---MCZ	200	added ('OK')	application/x-javascript	date:Tue,%2007%20Jun%202016%2013:33:44%20GMT	https://tw.pycon.org/2016/static/CACHE/js/6c8feda299eb.js	./tw.pycon.org.2016/2016/static/CACHE/js/6c8feda299eb.js	(from https://tw.pycon.org/2016/en-us/)
16:28:29	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Dec%202016%2008:28:29%20GMT	https://tw.pycon.org/2016/en-us/dashboard/	./tw.pycon.org.2016/2016/en-us/dashboard/index.html	(from https://tw.pycon.org/2016/en-us/)
16:28:29	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Dec%202016%2008:28:29%20GMT	https://tw.pycon.org/2016/static/fonts/bootstrap/glyphicons-halflings-regular.eot	./tw.pycon.org.2016/2016/static/fonts/bootstrap/glyphicons-halflings-regular.eot	(from https://tw.pycon.org/2016/static/CACHE/css/21d1c305ea3a.css)
16:28:30	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Dec%202016%2008:28:30%20GMT	https://tw.pycon.org/2016/static/fonts/bootstrap/glyphicons-halflings-regular.eot?	./tw.pycon.org.2016/2016/static/fonts/bootstrap/glyphicons-halflings-regulard41d.eot	(from https://tw.pycon.org/2016/static/CACHE/css/21d1c305ea3a.css)
16:28:30	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Dec%202016%2008:28:30%20GMT	https://tw.pycon.org/2016/static/fonts/bootstrap/glyphicons-halflings-regular.woff2	./tw.pycon.org.2016/2016/static/fonts/bootstrap/glyphicons-halflings-regular.woff2	(from https://tw.pycon.org/2016/static/CACHE/css/21d1c305ea3a.css)
16:28:30	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Dec%202016%2008:28:30%20GMT	https://tw.pycon.org/2016/static/fonts/bootstrap/glyphicons-halflings-regular.woff	./tw.pycon.org.2016/2016/static/fonts/bootstrap/glyphicons-halflings-regular.woff	(from https://tw.pycon.org/2016/static/CACHE/css/21d1c305ea3a.css)
16:28:30	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Dec%202016%2008:28:30%20GMT	https://tw.pycon.org/2016/static/fonts/bootstrap/glyphicons-halflings-regular.ttf	./tw.pycon.org.2016/2016/static/fonts/bootstrap/glyphicons-halflings-regular.ttf	(from https://tw.pycon.org/2016/static/CACHE/css/21d1c305ea3a.css)
16:28:31	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Dec%202016%2008:28:31%20GMT	https://tw.pycon.org/2016/static/fonts/bootstrap/glyphicons-halflings-regular.svg	./tw.pycon.org.2016/2016/static/fonts/bootstrap/glyphicons-halflings-regular.svg	(from https://tw.pycon.org/2016/static/CACHE/css/21d1c305ea3a.css)
16:28:31	3398/3398	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/Logo_pycontw16_blue_footer.png?28d18340d0c4	./tw.pycon.org.2016/2016/static/images/Logo_pycontw16_blue_footer8a89.png	(from https://tw.pycon.org/2016/static/CACHE/css/21d1c305ea3a.css)
16:28:32	6044/6044	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/bg_registration.png?28d18340d0c4	./tw.pycon.org.2016/2016/static/images/bg_registration8a89.png	(from https://tw.pycon.org/2016/static/CACHE/css/21d1c305ea3a.css)
16:28:32	2940/2940	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/bg_section-intro.svg?28d18340d0c4	./tw.pycon.org.2016/2016/static/images/bg_section-intro8a89.svg	(from https://tw.pycon.org/2016/static/CACHE/css/21d1c305ea3a.css)
16:28:33	5884/5884	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/bg_section-sponsorship.svg?28d18340d0c4	./tw.pycon.org.2016/2016/static/images/bg_section-sponsorship8a89.svg	(from https://tw.pycon.org/2016/static/CACHE/css/21d1c305ea3a.css)
16:28:33	2915/2915	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/bg_section-conf.svg?28d18340d0c4	./tw.pycon.org.2016/2016/static/images/bg_section-conf8a89.svg	(from https://tw.pycon.org/2016/static/CACHE/css/21d1c305ea3a.css)
16:28:35	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2021%20Dec%202016%2008:28:35%20GMT	https://fonts.googleapis.com/robots.txt		(from https://tw.pycon.org/2016/en-us/)
16:28:37	205819/205819	---MCZ	200	added ('OK')	application/x-javascript	date:Tue,%2007%20Jun%202016%2013:51:12%20GMT	https://tw.pycon.org/2016/static/CACHE/js/da4a6457495b.js	./tw.pycon.org.2016/2016/static/CACHE/js/da4a6457495b.js	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:28:37	184/184	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Dec%202016%2008:28:37%20GMT	http://tw.pycon.org/2016/static/images/og_keynote.png	./tw.pycon.org.2016/2016/static/images/og_keynote.2d.delayed	(from https://tw.pycon.org/2016/en-us/events/keynotes/)
16:28:37	10715/10715	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:35%20GMT	https://tw.pycon.org/2016/en-us/events/talk/70169571679535177/	./tw.pycon.org.2016/2016/en-us/events/talk/70169571679535177/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:28:37	9771/9771	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:35%20GMT	https://tw.pycon.org/2016/en-us/events/talk/58488304638623773/	./tw.pycon.org.2016/2016/en-us/events/talk/58488304638623773/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:28:37	10101/10101	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:37%20GMT	https://tw.pycon.org/2016/en-us/events/talk/69099923227803701/	./tw.pycon.org.2016/2016/en-us/events/talk/69099923227803701/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:28:38	22210/22210	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/keynotes/amber_brown.jpg	./tw.pycon.org.2016/2016/static/images/keynotes/amber_brown.jpg	(from https://tw.pycon.org/2016/en-us/events/keynotes/)
16:28:39	10391/10391	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:38%20GMT	https://tw.pycon.org/2016/en-us/events/talk/69827266518974528/	./tw.pycon.org.2016/2016/en-us/events/talk/69827266518974528/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:28:39	39530/39530	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/keynotes/audrey_tang.jpg	./tw.pycon.org.2016/2016/static/images/keynotes/audrey_tang.jpg	(from https://tw.pycon.org/2016/en-us/events/keynotes/)
16:28:39	552558/552558	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/og_keynote.png	./tw.pycon.org.2016/2016/static/images/og_keynote.png	(from https://tw.pycon.org/2016/en-us/events/keynotes/)
16:28:39	51133/51133	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/keynotes/jim_huang.jpg	./tw.pycon.org.2016/2016/static/images/keynotes/jim_huang.jpg	(from https://tw.pycon.org/2016/en-us/events/keynotes/)
16:28:40	10138/10138	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:39%20GMT	https://tw.pycon.org/2016/en-us/events/talk/56770512839245841/	./tw.pycon.org.2016/2016/en-us/events/talk/56770512839245841/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:28:40	47809/47809	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/keynotes/paul_hildebrandt.jpg	./tw.pycon.org.2016/2016/static/images/keynotes/paul_hildebrandt.jpg	(from https://tw.pycon.org/2016/en-us/events/keynotes/)
16:28:40	12959/12959	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:40%20GMT	https://tw.pycon.org/2016/en-us/events/talk/68823578639859763/	./tw.pycon.org.2016/2016/en-us/events/talk/68823578639859763/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:28:41	40177/40177	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Jun%202016%2013:27:28%20GMT	https://tw.pycon.org/2016/static/images/keynotes/steve_dower.jpg	./tw.pycon.org.2016/2016/static/images/keynotes/steve_dower.jpg	(from https://tw.pycon.org/2016/en-us/events/keynotes/)
16:29:33	11324/11324	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:41%20GMT	https://tw.pycon.org/2016/en-us/events/talk/67738180727603248/	./tw.pycon.org.2016/2016/en-us/events/talk/67738180727603248/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:29:34	10990/10990	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:41%20GMT	https://tw.pycon.org/2016/en-us/events/talk/69477625352945724/	./tw.pycon.org.2016/2016/en-us/events/talk/69477625352945724/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:29:34	12513/12513	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:41%20GMT	https://tw.pycon.org/2016/en-us/events/talk/27419967834030082/	./tw.pycon.org.2016/2016/en-us/events/talk/27419967834030082/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:29:34	9501/9501	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:28:41%20GMT	https://tw.pycon.org/2016/en-us/events/talk/68743273514008626/	./tw.pycon.org.2016/2016/en-us/events/talk/68743273514008626/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:29:34	184/184	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Dec%202016%2008:29:34%20GMT	http://tw.pycon.org/2016/static/images/og_sprint.png	./tw.pycon.org.2016/2016/static/images/og_sprint.34.delayed	(from https://tw.pycon.org/2016/en-us/events/sprints/)
16:29:35	10312/10312	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:29:35%20GMT	https://tw.pycon.org/2016/en-us/events/talk/58487583520325660/	./tw.pycon.org.2016/2016/en-us/events/talk/58487583520325660/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:29:35	11648/11648	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:29:35%20GMT	https://tw.pycon.org/2016/en-us/events/talk/58446570282024986/	./tw.pycon.org.2016/2016/en-us/events/talk/58446570282024986/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:29:36	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Dec%202016%2008:29:35%20GMT	https://tw.pycon.org/2016/static/images/og_sprint.png	./tw.pycon.org.2016/2016/static/images/og_sprint.35.delayed	(from https://tw.pycon.org/2016/en-us/events/sprints/)
16:30:05	12362/12362	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:29:35%20GMT	https://tw.pycon.org/2016/en-us/events/talk/56868979343360019/	./tw.pycon.org.2016/2016/en-us/events/talk/56868979343360019/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:30:14	10109/10109	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:29:36%20GMT	https://tw.pycon.org/2016/en-us/events/talk/35734163478806534/	./tw.pycon.org.2016/2016/en-us/events/talk/35734163478806534/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:30:14	11155/11155	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:29:36%20GMT	https://tw.pycon.org/2016/en-us/events/talk/59143618476113957/	./tw.pycon.org.2016/2016/en-us/events/talk/59143618476113957/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
16:30:14	11803/11803	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202016%2008:29:36%20GMT	https://tw.pycon.org/2016/en-us/events/talk/39346130420498441/	./tw.pycon.org.2016/2016/en-us/events/talk/39346130420498441/index.html	(from https://tw.pycon.org/2016/en-us/events/schedule/)
